row_id,domain,family,split,text,hard_negative_group,lexical_markers,notes
V3_0125,cooking,cooking,train,Sear the steak hard on one side to build a deep brown crust.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0126,cooking,cooking,train,Fold the beaten egg whites gently so the batter keeps its air.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0127,cooking,cooking,dev,A pinch of sugar balances the acid in an over-tart tomato sauce.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0128,cooking,cooking,dev,Caramelize the onions slowly until they turn sweet and jammy.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0129,cooking,cooking,test,Rest the roast under foil so the juices redistribute before carving.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0130,cooking,cooking,test,Toast the spices in a dry pan to wake up their fragrance.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0131,cooking,cooking,train,"Deglaze the pan with wine, scraping up the browned bits for flavor.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0132,cooking,cooking,train,"Blanch the greens briefly, then shock them in ice water to set the color.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0133,cooking,cooking,train,Knead the dough until it springs back when you press it with a finger.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0134,cooking,cooking,train,Temper the chocolate so it sets with a glossy snap.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0135,cooking,cooking,train,Salt the pasta water generously; it should taste like the sea.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0136,cooking,cooking,train,Simmer the curry until the sauce thickens and the oil rises to the top.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0137,cooking,cooking,dev,Proof the yeast in warm water with a pinch of sugar before mixing.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0138,cooking,cooking,dev,Emulsify the vinaigrette by whisking oil into the vinegar slowly.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0139,cooking,cooking,test,Score the bread before baking so it expands evenly in the oven.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0140,cooking,cooking,test,Baste the turkey with its own juices to keep the meat moist.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0141,cooking,cooking,train,Chiffonade the basil into thin ribbons for the final garnish.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0142,cooking,cooking,train,Blanch and shock vegetables to preserve their bright color and crunch.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0143,cooking,cooking,train,Render the fat from the bacon slowly over low heat.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0144,cooking,cooking,train,Macerate the berries with sugar to draw out their juices.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0145,cooking,cooking,train,Fold the ingredients gently to avoid deflating the whipped cream.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0146,cooking,cooking,train,The roux darkened to a deep mahogany before the stock went in.,chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0147,cooking,cooking,dev,"A splash of vinegar brightens the rich, long-simmered ragu.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain short item
V3_0148,cooking,cooking,dev,"Whisk the acid from a squeeze of lemon into the warm butter sauce. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0149,cooking,cooking,test,"Reduce the stock over high heat until it coats the back of a spoon. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0150,cooking,cooking,test,"Season the base of the soup with salt before adding the cream. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0151,cooking,cooking,train,"Let the dough rest so the gluten relaxes and the crust stays tender. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0152,cooking,cooking,train,"Sear the steak hard on one side to build a deep brown crust. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0153,cooking,cooking,train,"Fold the beaten egg whites gently so the batter keeps its air. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0154,cooking,cooking,train,"A pinch of sugar balances the acid in an over-tart tomato sauce. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0155,cooking,cooking,train,"Caramelize the onions slowly until they turn sweet and jammy. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0156,cooking,cooking,train,"Rest the roast under foil so the juices redistribute before carving. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0157,cooking,cooking,dev,"Toast the spices in a dry pan to wake up their fragrance. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0158,cooking,cooking,dev,"Deglaze the pan with wine, scraping up the browned bits for flavor. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0159,cooking,cooking,test,"Blanch the greens briefly, then shock them in ice water to set the color. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0160,cooking,cooking,test,"Knead the dough until it springs back when you press it with a finger. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0161,cooking,cooking,train,"Temper the chocolate so it sets with a glossy snap. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0162,cooking,cooking,train,"Salt the pasta water generously; it should taste like the sea. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0163,cooking,cooking,train,"Simmer the curry until the sauce thickens and the oil rises to the top. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0164,cooking,cooking,train,"Proof the yeast in warm water with a pinch of sugar before mixing. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0165,cooking,cooking,train,"Emulsify the vinaigrette by whisking oil into the vinegar slowly. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0166,cooking,cooking,train,"Score the bread before baking so it expands evenly in the oven. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
V3_0167,cooking,cooking,dev,"Baste the turkey with its own juices to keep the meat moist. The passage uses the term as kitchen technique and flavor balance, not molecular mechanism.",chemistry_vs_cooking_shared_terms,acid;base;salt;reduce;sauce;pan;recipe,semantic-domain paragraph variant
